,Unnamed: 0,From Date,PM2.5 (ug/m3),PM10 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),NO2 (ug/m3)
14851,17112,2021-01-14 17:00:00,19.13,30.88,9.24,0.61,23.14,12.78
14852,17113,2021-01-14 18:00:00,18.04,32.21,9.0,0.69,8.23,35.2
14853,17114,2021-01-14 19:00:00,17.16,44.12,11.53,0.89,2.66,68.79
14854,17115,2021-01-14 20:00:00,27.4,62.47,10.07,0.82,2.31,65.33
14855,17116,2021-01-14 21:00:00,31.68,68.2,9.56,0.78,2.26,64.66
14856,17117,2021-01-14 22:00:00,35.47,71.48,9.43,0.77,2.31,55.79
14857,17118,2021-01-14 23:00:00,37.78,71.1,8.51,0.68,2.28,30.3
14858,17119,2021-01-15 00:00:00,32.12,60.48,8.64,0.64,2.32,15.55
14859,17120,2021-01-15 01:00:00,27.23,55.07,9.04,0.63,2.31,13.14
14860,17121,2021-01-15 02:00:00,25.09,51.52,8.36,0.63,2.33,13.29
14861,17122,2021-01-15 03:00:00,24.8,43.76,8.25,0.62,2.23,12.45
14862,17123,2021-01-15 04:00:00,22.36,39.88,8.7,0.62,2.26,12.63
14863,17124,2021-01-15 05:00:00,22.24,34.99,8.57,0.62,2.31,11.63
14864,17125,2021-01-15 06:00:00,18.85,33.5,8.1,0.62,2.29,11.25
14865,17126,2021-01-15 07:00:00,15.58,32.03,8.39,0.62,3.51,11.43
14866,17127,2021-01-15 08:00:00,17.42,34.76,9.88,0.63,7.49,12.31
14867,17128,2021-01-15 09:00:00,22.94,41.39,11.52,0.63,13.11,11.67
14868,17129,2021-01-15 10:00:00,25.01,41.83,31.28,0.64,26.61,15.41
14869,17130,2021-01-15 11:00:00,21.66,44.39,15.11,0.62,37.34,11.43
14870,17131,2021-01-15 12:00:00,20.46,47.01,13.72,0.62,42.26,12.23
14871,17132,2021-01-15 13:00:00,21.52,48.21,99.52,0.62,43.34,22.52
14872,17133,2021-01-15 14:00:00,18.68,46.45,115.86,0.63,43.27,27.99
14873,17134,2021-01-15 15:00:00,19.84,48.69,27.92,0.62,40.59,15.48
14874,17135,2021-01-15 16:00:00,22.03,49.59,15.29,0.62,33.22,13.13
14875,17136,2021-01-15 17:00:00,24.21,48.75,14.22,0.63,23.25,14.86
14876,17137,2021-01-15 18:00:00,24.29,52.7,13.23,0.72,10.11,37.85
14877,17138,2021-01-15 19:00:00,27.12,67.38,17.3,1.05,3.31,79.01
14878,17139,2021-01-15 20:00:00,30.77,85.55,15.24,1.01,2.32,74.03
14879,17140,2021-01-15 21:00:00,43.26,103.1,14.44,1.14,0.54,73.3
14880,17141,2021-01-15 22:00:00,52.31,125.04,12.41,0.97,0.07,67.71
14881,17142,2021-01-15 23:00:00,58.57,126.13,11.17,0.87,0.07,59.06
14882,17143,2021-01-16 00:00:00,59.43,118.77,9.61,0.84,0.07,53.12
14883,17144,2021-01-16 01:00:00,58.14,114.4,9.14,0.76,0.07,35.34
14884,17145,2021-01-16 02:00:00,57.43,112.16,8.84,0.7,0.07,19.91
14885,17146,2021-01-16 03:00:00,55.31,97.06,8.62,0.69,0.07,21.73
14886,17147,2021-01-16 04:00:00,48.9,83.62,8.86,0.67,0.07,23.92
14887,17148,2021-01-16 05:00:00,40.9,71.2,9.05,0.65,0.07,20.26
14888,17149,2021-01-16 06:00:00,37.75,60.61,8.42,0.64,0.07,16.05
14889,17150,2021-01-16 07:00:00,36.99,59.64,8.8,0.66,2.9,17.41
14890,17151,2021-01-16 08:00:00,35.46,59.86,9.31,0.68,9.84,18.2
14891,17152,2021-01-16 09:00:00,39.34,62.52,11.08,0.66,20.05,15.98
14892,17153,2021-01-16 10:00:00,39.93,63.1,11.0,0.64,31.41,14.11
14893,17154,2021-01-16 11:00:00,35.94,62.11,10.97,0.63,41.4,13.87
14894,17155,2021-01-16 12:00:00,30.67,61.1,11.7,0.62,51.97,13.65
14895,17156,2021-01-16 13:00:00,28.35,59.68,16.41,0.63,55.63,16.93
14896,17157,2021-01-16 14:00:00,30.34,61.02,43.17,0.63,57.28,29.79
14897,17158,2021-01-16 15:00:00,34.82,66.88,45.12,0.63,56.71,24.8
14898,17159,2021-01-16 16:00:00,31.86,64.76,18.98,0.62,38.36,14.25
14899,17160,2021-01-16 17:00:00,36.28,65.73,11.67,0.63,25.21,12.32
14900,17161,2021-01-16 18:00:00,36.4,72.19,20.86,0.93,14.18,60.74
14901,17162,2021-01-16 19:00:00,46.14,94.5,30.74,1.42,8.96,88.51
14902,17163,2021-01-16 20:00:00,58.36,124.82,25.91,1.42,4.29,86.93
14903,17164,2021-01-16 21:00:00,67.79,153.44,25.0,1.25,4.04,75.56
14904,17165,2021-01-16 22:00:00,75.18,179.22,23.46,1.25,2.28,70.9
14905,17166,2021-01-16 23:00:00,80.52,185.44,16.92,1.06,2.29,62.64
14906,17167,2021-01-17 00:00:00,84.84,169.12,13.25,0.93,2.27,54.89
14907,17168,2021-01-17 01:00:00,87.01,154.5,11.58,0.81,2.3,43.89
14908,17169,2021-01-17 02:00:00,80.92,134.98,10.22,0.75,2.31,35.09
14909,17170,2021-01-17 03:00:00,73.5,115.74,9.87,0.73,2.29,35.34
14910,17171,2021-01-17 04:00:00,70.09,105.83,9.61,0.7,2.31,25.28
14911,17172,2021-01-17 05:00:00,62.94,94.09,9.69,0.68,2.3,20.51
14912,17173,2021-01-17 06:00:00,56.99,82.77,9.37,0.66,2.37,17.09
14913,17174,2021-01-17 07:00:00,55.37,77.81,9.71,0.67,2.31,17.51
14914,17175,2021-01-17 08:00:00,49.95,73.87,10.01,0.68,2.29,25.44
14915,17176,2021-01-17 09:00:00,49.32,71.7,10.35,0.66,9.67,14.93
14916,17177,2021-01-17 10:00:00,50.79,73.01,9.41,0.65,10.29,12.63
14917,17178,2021-01-17 11:00:00,50.51,72.12,9.07,0.64,18.69,12.06
14918,17179,2021-01-17 12:00:00,46.3,68.33,8.82,0.64,33.52,12.88
14919,17180,2021-01-17 13:00:00,45.53,69.2,9.29,0.64,47.72,13.54
14920,17181,2021-01-17 14:00:00,45.29,72.47,9.81,0.64,48.28,13.05
14921,17182,2021-01-17 15:00:00,48.66,78.61,10.31,0.64,42.83,12.18
14922,17183,2021-01-17 16:00:00,50.67,84.27,11.86,0.64,35.98,12.46
14923,17184,2021-01-17 17:00:00,46.29,88.56,12.89,0.65,22.06,15.4
14924,17185,2021-01-17 18:00:00,43.04,91.12,14.47,0.74,14.97,33.56
14925,17186,2021-01-17 19:00:00,44.46,98.45,18.17,0.97,4.96,72.11
14926,17187,2021-01-17 20:00:00,55.87,124.5,17.21,1.02,3.04,74.88
14927,17188,2021-01-17 21:00:00,65.84,141.2,15.79,1.0,2.06,72.24
14928,17189,2021-01-17 22:00:00,70.47,144.13,14.03,0.94,1.65,65.42
14929,17190,2021-01-17 23:00:00,72.95,141.36,11.88,0.82,1.58,47.2
14930,17191,2021-01-18 00:00:00,72.0,137.12,11.56,0.82,1.63,49.26
14931,17192,2021-01-18 01:00:00,70.86,138.45,11.42,0.76,1.62,37.24
14932,17193,2021-01-18 02:00:00,70.85,127.82,10.71,0.7,1.59,22.17
14933,17194,2021-01-18 03:00:00,69.2,109.12,11.03,0.69,1.6,34.58
14934,17195,2021-01-18 04:00:00,66.17,105.34,10.1,0.68,1.6,22.2
14935,17196,2021-01-18 05:00:00,64.58,104.07,10.8,0.7,1.63,28.46
14936,17197,2021-01-18 06:00:00,61.3,100.88,11.88,0.74,1.6,33.76
14937,17198,2021-01-18 07:00:00,62.5,103.33,13.34,0.82,1.61,37.13
14938,17199,2021-01-18 08:00:00,75.31,125.76,13.27,0.91,7.95,45.08
14939,17200,2021-01-18 09:00:00,90.3,152.5,10.93,0.76,19.4,37.86
14940,17201,2021-01-18 10:00:00,89.56,154.01,9.33,0.68,25.24,19.64
14941,17202,2021-01-18 11:00:00,74.31,133.91,9.18,0.65,36.52,20.48
14942,17203,2021-01-18 12:00:00,64.73,121.23,23.88,0.65,50.04,27.62
14943,17204,2021-01-18 13:00:00,57.75,110.67,22.72,0.63,52.24,16.4
14944,17205,2021-01-18 14:00:00,51.5,103.67,16.07,0.62,52.35,16.98
14945,17206,2021-01-18 15:00:00,45.16,89.37,13.08,0.63,45.09,18.21
14946,17207,2021-01-18 16:00:00,42.62,78.19,11.72,0.63,38.5,19.66
14947,17208,2021-01-18 17:00:00,37.06,73.12,10.27,0.65,23.14,17.76
14948,17209,2021-01-18 18:00:00,38.14,74.3,11.23,0.69,13.61,23.39
14949,17210,2021-01-18 19:00:00,38.51,80.42,11.71,0.68,11.49,25.47
14950,17211,2021-01-18 20:00:00,38.57,86.8,11.02,0.68,5.28,27.77
14951,17212,2021-01-18 21:00:00,42.41,97.9,10.8,0.66,4.78,20.27
14952,17213,2021-01-18 22:00:00,40.2,99.03,10.1,0.65,3.32,18.34
14953,17214,2021-01-18 23:00:00,39.46,93.9,9.79,0.67,3.29,27.23
14954,17215,2021-01-19 00:00:00,38.5,88.42,8.98,0.67,3.33,34.61
14955,17216,2021-01-19 01:00:00,38.0,87.36,9.09,0.67,3.28,25.47
14956,17217,2021-01-19 02:00:00,39.31,84.57,9.03,0.66,3.21,23.18
14957,17218,2021-01-19 03:00:00,41.04,81.9,9.13,0.66,3.23,23.52
14958,17219,2021-01-19 04:00:00,41.12,81.79,9.07,0.67,3.31,25.06
14959,17220,2021-01-19 05:00:00,44.86,81.38,9.88,0.68,3.28,31.32
14960,17221,2021-01-19 06:00:00,43.26,79.25,9.16,0.68,3.27,29.0
14961,17222,2021-01-19 07:00:00,47.23,79.99,9.58,0.74,3.99,33.77
14962,17223,2021-01-19 08:00:00,52.55,90.41,10.05,0.8,9.33,34.05
14963,17224,2021-01-19 09:00:00,63.48,109.52,9.7,0.77,16.81,33.15
14964,17225,2021-01-19 10:00:00,66.97,132.49,9.83,0.74,24.37,28.16
14965,17226,2021-01-19 11:00:00,68.85,145.08,11.29,0.72,34.26,26.42
14966,17227,2021-01-19 12:00:00,70.3,142.56,15.56,0.69,43.39,31.18
14967,17228,2021-01-19 13:00:00,72.87,145.11,50.49,0.66,47.66,31.14
14968,17229,2021-01-19 14:00:00,72.39,137.4,19.48,0.66,47.94,18.57
14969,17230,2021-01-19 15:00:00,67.0,122.33,14.94,0.66,46.92,16.73
14970,17231,2021-01-19 16:00:00,61.07,104.73,12.0,0.66,36.66,16.32
14971,17232,2021-01-19 17:00:00,51.02,96.81,9.82,0.66,24.07,18.05
14972,17233,2021-01-19 18:00:00,51.17,97.43,12.22,0.71,13.2,29.24
14973,17234,2021-01-19 19:00:00,52.13,103.79,11.76,0.72,7.06,25.06
14974,17235,2021-01-19 20:00:00,50.79,107.73,9.78,0.69,3.39,19.91
14975,17236,2021-01-19 21:00:00,49.87,108.86,9.02,0.68,3.24,17.54
14976,17237,2021-01-19 22:00:00,53.22,106.48,8.55,0.68,1.55,14.99
14977,17238,2021-01-19 23:00:00,54.94,103.77,9.33,0.7,1.51,16.05
14978,17239,2021-01-20 00:00:00,54.7,104.21,9.18,0.7,1.57,15.83
14979,17240,2021-01-20 01:00:00,57.22,116.2,9.39,0.72,1.53,16.54
14980,17241,2021-01-20 02:00:00,63.18,122.92,9.28,0.72,1.56,14.64
14981,17242,2021-01-20 03:00:00,67.71,119.89,8.43,0.72,1.53,16.27
14982,17243,2021-01-20 04:00:00,65.98,115.28,7.58,0.72,1.53,18.83
14983,17244,2021-01-20 05:00:00,63.93,113.45,7.2,0.72,1.52,21.11
14984,17245,2021-01-20 06:00:00,63.33,112.4,7.96,0.7,1.52,14.62
14985,17246,2021-01-20 07:00:00,65.47,112.44,8.51,0.7,1.55,11.68
14986,17247,2021-01-20 08:00:00,70.08,113.5,8.93,0.71,5.55,13.01
14987,17248,2021-01-20 09:00:00,70.81,115.37,8.96,0.69,15.84,14.54
14988,17249,2021-01-20 10:00:00,66.85,112.28,9.24,0.67,29.7,13.09
14989,17250,2021-01-20 11:00:00,62.86,109.92,8.97,0.65,38.28,12.71
14990,17251,2021-01-20 12:00:00,57.58,98.76,8.04,0.64,42.19,11.69
14991,17252,2021-01-20 13:00:00,55.43,91.27,8.44,0.63,43.53,11.11
14992,17253,2021-01-20 14:00:00,54.68,90.44,9.18,0.62,43.52,11.8
14993,17254,2021-01-20 15:00:00,53.18,86.45,14.66,0.62,42.61,14.46
14994,17255,2021-01-20 16:00:00,49.92,83.45,11.14,0.62,33.89,13.14
14995,17256,2021-01-20 17:00:00,48.06,83.87,9.73,0.63,21.31,11.65
14996,17257,2021-01-20 18:00:00,49.45,88.14,12.65,0.87,12.3,43.34
14997,17258,2021-01-20 19:00:00,54.97,116.45,18.23,1.28,8.56,77.02
14998,17259,2021-01-20 20:00:00,61.24,140.49,16.57,1.37,2.3,76.44
14999,17260,2021-01-20 21:00:00,74.72,166.35,16.55,1.36,2.27,73.91
15000,17261,2021-01-20 22:00:00,83.88,184.63,14.87,1.23,2.31,66.81
15001,17262,2021-01-20 23:00:00,86.08,186.18,9.69,0.8,2.29,50.88
15002,17263,2021-01-21 00:00:00,83.08,167.39,8.0,0.72,2.27,27.48
15003,17264,2021-01-21 01:00:00,80.24,153.47,7.91,0.71,2.3,24.7
15004,17265,2021-01-21 02:00:00,77.63,146.97,7.73,0.69,2.28,24.26
15005,17266,2021-01-21 03:00:00,75.87,140.68,7.66,0.68,2.28,21.95
15006,17267,2021-01-21 04:00:00,73.58,140.11,7.93,0.68,2.34,32.52
15007,17268,2021-01-21 05:00:00,71.47,139.2,8.52,0.69,2.34,32.8
15008,17269,2021-01-21 06:00:00,68.23,131.86,8.48,0.68,2.3,25.61
15009,17270,2021-01-21 07:00:00,65.96,125.54,8.13,0.67,3.26,17.88
15010,17271,2021-01-21 08:00:00,65.66,122.04,8.69,0.69,8.13,18.12
15011,17272,2021-01-21 09:00:00,65.79,120.54,10.54,0.66,20.1,15.83
15012,17273,2021-01-21 10:00:00,64.76,108.81,10.6,0.62,30.2,11.43
15013,17274,2021-01-21 11:00:00,54.85,99.08,10.68,0.6,36.41,11.03
15014,17275,2021-01-21 12:00:00,45.67,85.3,10.04,0.6,40.24,11.36
15015,17276,2021-01-21 13:00:00,40.29,74.29,10.5,0.59,47.8,11.06
15016,17277,2021-01-21 14:00:00,39.35,65.36,9.37,0.58,48.32,8.91
15017,17278,2021-01-21 15:00:00,32.17,61.66,9.55,0.58,44.07,8.45
15018,17279,2021-01-21 16:00:00,27.94,56.74,9.26,0.57,34.46,8.71
15019,17280,2021-01-21 17:00:00,22.5,50.26,9.26,0.58,25.29,9.57
15020,17281,2021-01-21 18:00:00,21.27,51.42,14.64,1.03,17.99,54.93
15021,17282,2021-01-21 19:00:00,28.14,80.96,18.12,1.29,10.28,69.23
15022,17283,2021-01-21 20:00:00,39.87,122.04,14.99,1.11,5.36,65.9
15023,17284,2021-01-21 21:00:00,49.79,139.21,12.97,0.99,4.28,61.14
15024,17285,2021-01-21 22:00:00,54.33,140.22,13.65,1.02,2.22,59.67
15025,17286,2021-01-21 23:00:00,57.25,151.48,13.64,1.05,1.83,58.83
15026,17287,2021-01-22 00:00:00,62.8,162.34,11.09,0.89,1.84,50.81
15027,17288,2021-01-22 01:00:00,67.09,158.25,10.78,0.79,1.83,43.24
15028,17289,2021-01-22 02:00:00,63.05,142.22,9.95,0.7,1.83,31.94
15029,17290,2021-01-22 03:00:00,59.42,116.49,10.07,0.68,1.86,35.58
15030,17291,2021-01-22 04:00:00,55.74,103.39,10.21,0.68,1.82,31.7
15031,17292,2021-01-22 05:00:00,48.53,98.25,10.41,0.68,1.87,33.84
15032,17293,2021-01-22 06:00:00,44.63,90.55,9.76,0.7,1.83,33.0
15033,17294,2021-01-22 07:00:00,47.48,90.01,10.08,0.71,2.05,36.13
15034,17295,2021-01-22 08:00:00,50.22,100.04,9.57,0.68,5.98,25.54
15035,17296,2021-01-22 09:00:00,51.62,101.5,10.62,0.65,23.07,15.85
15036,17297,2021-01-22 10:00:00,51.3,97.56,12.88,0.62,33.57,13.9
15037,17298,2021-01-22 11:00:00,45.53,93.96,16.95,0.61,45.37,16.28
15038,17299,2021-01-22 12:00:00,39.62,87.67,37.15,0.61,53.64,23.85
15039,17300,2021-01-22 13:00:00,37.62,85.95,22.3,0.62,59.26,18.86
15040,17301,2021-01-22 14:00:00,33.64,83.91,16.69,0.61,59.3,14.24
15041,17302,2021-01-22 15:00:00,34.06,82.81,15.14,0.63,53.46,17.36
15042,17303,2021-01-22 16:00:00,37.02,81.09,13.84,0.63,35.42,19.0
15043,17304,2021-01-22 17:00:00,39.06,85.52,12.64,0.66,25.29,23.41
15044,17305,2021-01-22 18:00:00,35.52,90.38,11.96,0.7,11.53,37.65
15045,17306,2021-01-22 19:00:00,35.18,97.68,12.77,0.75,6.75,40.41
15046,17307,2021-01-22 20:00:00,45.11,104.97,14.48,0.85,2.32,55.52
15047,17308,2021-01-22 21:00:00,55.06,113.82,20.24,1.01,2.26,65.06
15048,17309,2021-01-22 22:00:00,59.25,125.92,17.7,1.0,2.29,59.59
15049,17310,2021-01-22 23:00:00,64.7,136.02,14.57,0.96,2.27,54.57
15050,17311,2021-01-23 00:00:00,68.12,140.45,13.02,0.87,2.29,48.91
15051,17312,2021-01-23 01:00:00,73.09,143.97,12.62,0.8,2.28,41.7
15052,17313,2021-01-23 02:00:00,76.03,139.66,11.64,0.76,2.37,34.89
15053,17314,2021-01-23 03:00:00,72.7,127.95,10.91,0.75,2.34,32.66
15054,17315,2021-01-23 04:00:00,71.87,122.95,10.11,0.71,2.28,29.52
15055,17316,2021-01-23 05:00:00,71.01,121.83,10.59,0.67,2.3,19.98
15056,17317,2021-01-23 06:00:00,64.2,108.62,10.79,0.66,2.29,20.02
15057,17318,2021-01-23 07:00:00,64.6,98.41,12.66,0.7,2.31,21.3
15058,17319,2021-01-23 08:00:00,65.2,106.39,11.45,0.71,5.54,23.39
15059,17320,2021-01-23 09:00:00,65.73,110.09,9.91,0.65,16.2,18.68
15060,17321,2021-01-23 10:00:00,61.67,108.49,9.62,0.61,23.61,13.97
15061,17322,2021-01-23 11:00:00,44.73,94.98,9.39,0.59,32.86,10.83
15062,17323,2021-01-23 12:00:00,40.71,83.34,9.31,0.59,42.12,9.7
15063,17324,2021-01-23 13:00:00,39.36,80.5,9.09,0.58,46.09,8.73
15064,17325,2021-01-23 14:00:00,34.48,76.79,9.03,0.57,47.26,8.44
15065,17326,2021-01-23 15:00:00,30.65,68.65,8.6,0.56,39.88,8.37
15066,17327,2021-01-23 16:00:00,28.19,63.71,8.39,0.56,33.06,8.37
15067,17328,2021-01-23 17:00:00,26.31,60.38,9.01,0.58,27.41,10.42
15068,17329,2021-01-23 18:00:00,23.76,57.64,10.51,0.62,14.74,17.64
15069,17330,2021-01-23 19:00:00,21.98,61.97,10.61,0.67,5.74,20.38
15070,17331,2021-01-23 20:00:00,27.21,73.33,10.05,0.67,4.25,19.41
15071,17332,2021-01-23 21:00:00,33.3,97.5,9.62,0.62,3.25,12.96
15072,17333,2021-01-23 22:00:00,33.57,112.42,10.12,0.63,1.63,13.53
15073,17334,2021-01-23 23:00:00,33.48,118.46,10.65,0.65,1.61,17.78
15074,17335,2021-01-24 00:00:00,37.66,126.15,9.44,0.63,1.62,13.13
15075,17336,2021-01-24 01:00:00,40.93,129.11,9.9,0.61,1.59,11.99
15076,17338,2021-01-24 03:00:00,39.66,136.21,9.26,0.61,1.62,13.11
15077,17339,2021-01-24 04:00:00,40.68,138.55,8.34,0.61,1.59,11.69
15078,17340,2021-01-24 05:00:00,44.14,138.93,8.54,0.6,1.53,10.72
15079,17342,2021-01-24 07:00:00,38.23,140.28,9.57,0.61,1.63,10.25
15080,17344,2021-01-24 09:00:00,44.81,156.34,11.88,0.62,13.22,9.21
15081,17345,2021-01-24 10:00:00,45.96,158.96,12.2,0.62,22.57,8.0
15082,17346,2021-01-24 11:00:00,46.43,168.85,10.97,0.61,30.65,7.62
15083,17347,2021-01-24 12:00:00,49.11,171.1,10.09,0.61,38.23,7.24
15084,17348,2021-01-24 13:00:00,51.21,173.31,15.7,0.6,38.31,7.48
15085,17349,2021-01-24 14:00:00,52.48,176.84,21.05,0.6,38.28,8.76
15086,17350,2021-01-24 15:00:00,52.02,178.25,14.09,0.61,34.37,7.9
15087,17351,2021-01-24 16:00:00,52.62,177.3,10.87,0.6,28.62,7.97
15088,17352,2021-01-24 17:00:00,48.1,172.13,10.61,0.62,27.69,10.28
15089,17353,2021-01-24 18:00:00,42.53,167.55,13.56,0.75,10.75,38.95
15090,17354,2021-01-24 19:00:00,38.53,169.32,17.81,0.96,2.33,62.48
15091,17355,2021-01-24 20:00:00,52.28,182.52,15.48,0.94,2.3,56.88
15092,17356,2021-01-24 21:00:00,57.83,190.61,10.46,0.7,1.17,22.16
15093,17357,2021-01-24 22:00:00,57.23,180.66,9.91,0.67,0.92,20.08
15094,17358,2021-01-24 23:00:00,53.31,162.28,9.84,0.67,0.91,19.96
15095,17359,2021-01-25 00:00:00,50.44,133.75,9.51,0.66,0.9,20.53
15096,17360,2021-01-25 01:00:00,48.97,124.34,8.74,0.65,0.92,14.13
15097,17361,2021-01-25 02:00:00,48.55,123.05,8.92,0.65,0.9,12.56
15098,17362,2021-01-25 03:00:00,50.75,125.55,10.01,0.64,0.91,11.43
15099,17363,2021-01-25 04:00:00,48.27,128.41,10.71,0.64,0.94,10.54
15100,17364,2021-01-25 05:00:00,46.71,124.49,10.62,0.64,0.93,9.01
15101,17365,2021-01-25 06:00:00,46.9,117.89,10.06,0.63,1.12,8.13
15102,17366,2021-01-25 07:00:00,43.47,107.29,10.3,0.64,2.66,8.13
15103,17367,2021-01-25 08:00:00,42.65,101.63,10.86,0.64,8.66,8.28
15104,17368,2021-01-25 09:00:00,43.5,101.91,11.61,0.64,21.32,7.45
15105,17369,2021-01-25 10:00:00,41.88,114.97,10.93,0.63,31.62,7.33
15106,17370,2021-01-25 11:00:00,41.38,136.14,10.29,0.62,39.25,7.45
15107,17371,2021-01-25 12:00:00,36.68,134.75,8.92,0.62,45.34,8.04
15108,17372,2021-01-25 13:00:00,35.24,116.56,8.23,0.62,46.29,7.81
15109,17373,2021-01-25 14:00:00,34.53,109.08,8.36,0.62,52.25,7.66
15110,17374,2021-01-25 15:00:00,34.55,104.86,27.7,0.62,49.59,11.76
15111,17375,2021-01-25 16:00:00,32.39,102.57,32.29,0.63,37.34,17.94
15112,17376,2021-01-25 17:00:00,33.04,100.77,10.95,0.64,30.52,16.14
15113,17377,2021-01-25 18:00:00,31.72,99.58,13.26,0.85,18.39,49.62
15114,17378,2021-01-25 19:00:00,34.48,118.38,16.34,1.07,4.5,71.14
15115,17379,2021-01-25 20:00:00,44.42,145.24,13.75,1.02,3.08,63.12
15116,17380,2021-01-25 21:00:00,55.83,170.55,12.68,0.92,2.28,55.95
15117,17381,2021-01-25 22:00:00,59.46,163.67,10.19,0.85,2.33,52.77
15118,17382,2021-01-25 23:00:00,59.42,144.29,8.97,0.81,2.25,48.22
15119,17383,2021-01-26 00:00:00,57.7,128.71,9.2,0.82,2.32,48.03
15120,17384,2021-01-26 01:00:00,60.8,126.74,9.36,0.78,2.33,43.61
15121,17385,2021-01-26 02:00:00,59.48,124.4,8.6,0.73,2.29,44.31
15122,17386,2021-01-26 03:00:00,56.28,114.47,8.5,0.68,2.29,28.75
15123,17387,2021-01-26 04:00:00,52.56,105.84,8.54,0.67,2.29,15.97
15124,17388,2021-01-26 05:00:00,46.38,94.77,8.75,0.66,2.29,12.93
15125,17389,2021-01-26 06:00:00,41.0,84.88,8.44,0.66,2.33,16.62
15126,17390,2021-01-26 07:00:00,35.47,78.95,8.68,0.67,2.28,19.21
15127,17391,2021-01-26 08:00:00,38.66,77.28,9.99,0.67,4.81,21.3
15128,17392,2021-01-26 09:00:00,40.09,81.2,11.17,0.66,15.75,20.32
15129,17393,2021-01-26 10:00:00,38.73,82.96,9.78,0.64,27.95,16.74
15130,17394,2021-01-26 11:00:00,34.22,81.37,8.24,0.64,35.25,20.54
15131,17395,2021-01-26 12:00:00,30.2,80.81,7.34,0.62,42.23,16.54
15132,17399,2021-01-26 16:00:00,25.11,67.53,17.7,0.58,32.34,21.7
15133,17400,2021-01-26 17:00:00,26.31,65.71,10.64,0.66,20.58,23.7
15134,17401,2021-01-26 18:00:00,26.59,64.03,10.12,0.73,12.05,34.99
15135,17402,2021-01-26 19:00:00,27.43,69.71,11.88,0.88,6.32,57.13
15136,17403,2021-01-26 20:00:00,32.88,77.3,12.48,0.94,6.27,59.0
15137,17404,2021-01-26 21:00:00,38.84,96.85,13.76,0.99,5.27,64.95
15138,17405,2021-01-26 22:00:00,43.64,108.71,12.4,0.97,2.32,60.08
15139,17406,2021-01-26 23:00:00,49.67,119.32,13.02,0.98,2.28,58.02
15140,17407,2021-01-27 00:00:00,54.7,138.25,11.23,0.94,2.33,54.2
15141,17408,2021-01-27 01:00:00,55.52,138.12,12.36,0.71,2.3,29.64
15142,17409,2021-01-27 02:00:00,52.52,125.8,11.61,0.69,2.29,22.09
15143,17410,2021-01-27 03:00:00,46.1,99.39,9.91,0.68,2.29,18.8
15144,17411,2021-01-27 04:00:00,37.6,81.95,9.74,0.67,2.31,18.29
15145,17412,2021-01-27 05:00:00,33.8,75.44,9.7,0.66,2.25,17.5
15146,17413,2021-01-27 06:00:00,33.86,66.83,8.67,0.66,2.31,17.66
15147,17414,2021-01-27 07:00:00,36.66,69.18,8.4,0.68,2.3,18.84
15148,17415,2021-01-27 08:00:00,38.55,71.87,9.52,0.68,6.2,17.98
15149,17416,2021-01-27 09:00:00,38.55,72.62,11.18,0.67,20.23,17.7
15150,17417,2021-01-27 10:00:00,38.84,81.73,11.97,0.66,31.07,16.58
15151,17418,2021-01-27 11:00:00,34.44,86.46,11.43,0.66,39.83,16.28
15152,17419,2021-01-27 12:00:00,33.0,81.76,10.91,0.65,43.89,15.04
15153,17420,2021-01-27 13:00:00,32.65,75.88,11.59,0.66,47.31,16.32
15154,17421,2021-01-27 14:00:00,30.53,70.95,22.59,0.65,48.24,15.97
15155,17422,2021-01-27 15:00:00,28.1,69.64,64.0,0.65,44.1,25.07
15156,17423,2021-01-27 16:00:00,29.99,68.02,54.59,0.66,35.57,22.37
15157,17424,2021-01-27 17:00:00,28.12,65.14,14.78,0.66,24.35,15.45
15158,17425,2021-01-27 18:00:00,25.44,67.96,13.79,0.81,17.35,47.37
15159,17426,2021-01-27 19:00:00,27.26,82.88,16.09,1.04,8.34,77.32
15160,17427,2021-01-27 20:00:00,34.48,107.66,16.32,1.05,4.3,76.56
15161,17428,2021-01-27 21:00:00,42.99,130.81,14.33,0.86,3.51,60.3
15162,17429,2021-01-27 22:00:00,48.31,134.46,14.01,0.86,2.33,62.16
15163,17430,2021-01-27 23:00:00,50.99,130.22,13.45,0.85,2.26,55.91
15164,17431,2021-01-28 00:00:00,53.48,126.34,11.45,0.82,2.28,49.65
15165,17432,2021-01-28 01:00:00,52.87,121.53,10.73,0.77,2.29,46.51
15166,17433,2021-01-28 02:00:00,54.29,124.0,11.21,0.71,2.21,36.73
15167,17434,2021-01-28 03:00:00,50.73,113.68,13.27,0.69,2.33,44.88
15168,17435,2021-01-28 04:00:00,43.53,94.91,11.86,0.7,2.25,41.52
15169,17436,2021-01-28 05:00:00,40.56,72.35,11.5,0.7,2.3,43.8
15170,17437,2021-01-28 06:00:00,36.59,68.4,11.22,0.7,2.31,37.73
15171,17438,2021-01-28 07:00:00,33.73,72.23,11.98,0.7,2.28,20.69
15172,17439,2021-01-28 08:00:00,37.29,76.93,14.18,0.72,6.8,21.18
15173,17440,2021-01-28 09:00:00,43.83,83.12,16.32,0.7,16.99,19.84
